10,0,0,0,0,0,0,0,0,0
0,1,9,0,0,0,0,0,0,0
0,0,0,7,0,1,2,0,0,0
0,0,0,0,8,0,0,1,1,0
0,0,0,2,0,6,2,0,0,0
0,0,0,0,0,5,5,0,0,0
0,0,0,0,2,0,0,7,1,0
1,0,2,1,0,1,1,0,4,0
1,2,0,0,0,0,0,0,0,7
1,7,1,0,0,0,0,0,1,0
