9,0,0,0,0,0,0,1,0,0
0,9,0,0,0,0,0,0,0,1
0,0,9,0,1,0,0,0,0,0
0,0,0,9,0,0,0,1,0,0
0,0,1,0,7,2,0,0,0,0
0,0,2,0,4,4,0,0,0,0
0,0,0,1,0,0,8,1,0,0
1,1,1,0,0,1,1,5,0,0
1,0,0,0,0,0,0,0,7,2
1,1,0,0,0,1,0,3,2,2
